Type kjøretøy,Merke,Modell,Årsmodell,Feiltype,Symptomkategori,Symptom (valg),Kommentar,Løsning,Symptomdetalj (manuell),Feilkode,Generell feil,Mitt kjøretøy,Ytterligere symptomdetaljer,Link til kilde
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,"Lav spenning på friskluftinntak temp.
  sensor","Sjekk: friskluft temp. sensor (B222),
  ENG (A15)","Standardverdi 50°C brukes,
  EGR-beskyttelse deaktivert",Id777Ah,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Friskluftinntak temp. litt høy,"Sjekk: intercooler, friskluft temp.
  sensor (B222), ENG (A15)",Motoren går normalt,Id777Bh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Friskluftinntak temp. middels høy,"Sjekk: intercooler, friskluft temp.
  sensor (B222), ENG (A15)","Motorstyring reduserer
  effekt med 5% per min til 80%",Id777Ch,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Avvik i EGR-gjenvinningsmengde/temperatur,"Sjekk: luftinntak temp./trykksensorer
  B222, B042, B221, ENG (A15)",Motoren går normalt,Id777Dh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,EGR-gjenvinningsmengde litt høy,"Sjekk: EGR-aktuator (M38), ENG (A15)",,Id777Eh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,EGR-gjenvinningsmengde litt lav,"Sjekk: EGR-aktuator (M38), ENG (A15)","Motorstyring reduserer
  effekt med 20% per min til 80%",Id777Fh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Turbo utløpstemperatur middels høy,"Sjekk relaterte feilkoder, luftfilter,
  motorvifte","Motorstyring reduserer
  effekt med 20% per min til 50%",Id7780h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,EGR-ventil posisjon ugyldig,"Sjekk: EGR-aktuator (M38), ENG (A15)","Motorstyring reduserer
  effekt med 20% per min til 80%",Id7781h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,"Signal fra EGR-ventil over maks
  toleranse","Sjekk: EGR-aktuator (M38), ENG (A15)","Gir Id7784h/Id7785h, effekt
  reduseres",Id7782h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,"Signal fra EGR-ventil under min
  toleranse","Sjekk: EGR-aktuator (M38), ENG (A15)","Gir Id7784h/Id7785h, effekt
  reduseres",Id7783h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Kommando-feil EGR-ventil,"Sjekk: EGR-aktuator (M38), ENG (A15)","Se Id7782h, Id7783h,
  Id7790h, Id7791h først",Id7784h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,EGR-ventil ute av kalibrering,"Sjekk: EGR-aktuator (M38), ENG (A15)","Se Id7782h, Id7783h,
  Id7790h, Id7791h først, effekt reduseres",Id7785h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Kalibreringsfeil EGR-ventil,"Sjekk: EGR-aktuator (M38), ENG (A15)",Motoren går normalt,Id7786h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Avvik i posisjon turboaktuator,"Sjekk: turboaktuator (M37), turbo, ENG
  (A15)","Motorstyring reduserer
  effekt med 20% per min til 50%",Id7787h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,"Høy referansespenning drivstofftrykk
  sensor","Sjekk: trykksensor (B42), ENG (A15)","Motorstyring forsøker
  normal drift",Id7788h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,"Lav referansespenning drivstofftrykk
  sensor","Sjekk: trykksensor (B42), ENG (A15)","Motorstyring forsøker
  normal drift",Id7789h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,"Referansespenning (5V) for trykk-, temperatur- og vannsensorer
  for høy",Sjekk: ENG (A15),Motorstyring forsøker normal drift,Id778Ah,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,"Referansespenning (5V) for trykk-, temperatur- og vannsensorer
  for lav",Sjekk: ENG (A15),Motorstyring forsøker normal drift,Id778Bh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Referansespenning (5V) høy. Ikke brukt,Sjekk: ENG (A15),Motorstyring forsøker normal drift,Id778Ch,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Referansespenning (5V) lav. Ikke brukt,Sjekk: ENG (A15),Motorstyring forsøker normal drift,Id778Dh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Referansespenning (5V) høy. Ikke brukt,Sjekk: ENG (A15),Motorstyring forsøker normal drift,Id778Eh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Referansespenning (5V) lav. Ikke brukt,Sjekk: ENG (A15),Motorstyring forsøker normal drift,Id778Fh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Referansespenning (5V) for EGR-ventil posisjonssensor for høy,"Sjekk: EGR-aktuator (M38), ENG (A15)",Motorstyring forsøker normal drift,Id7790h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Referansespenning (5V) for EGR-ventil posisjonssensor for lav,"Sjekk: EGR-aktuator (M38), mulig kortslutning til jord på 5V
  forsyning",Motorstyring forsøker normal drift,Id7791h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Intern feil på Cebis-terminalen,Sjekk: MFT (A30),Tilfeldig oppførsel,Id7877h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Lysstyrkesensor på terminal ute av drift,Sjekk: MFT (A30),Automatisk lysstyring inaktiv,Id7878h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Intern temperatursensor på terminal ute av drift,Sjekk: MFT (A30),Sensor inaktiv,Id7879h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,For lav spenning til høyttaler,"Sjekk: Høyttaler (C22), MFT (A30)",Høyttaler aktiv,Id787Ah,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,For høy spenning til høyttaler,"Sjekk: Høyttaler (C22), MFT (A30)",Høyttaler aktiv,Id787Bh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Kortslutning til 12V på CLAAS CAN-bus,"Sjekk: CLAAS CAN-bus, MFT (A30)","Terminal sender ikke på CAN, men kan motta",Id787Ch,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Kortslutning til jord på CLAAS CAN-bus,"Sjekk: CLAAS CAN-bus, MFT (A30)",,Id787Dh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,CAN-bus-komponent i MFT-modul defekt,"Sjekk: CLAAS CAN-bus, MFT (A30)",,Id787Eh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Terminal sender ikke meldinger pga. for mange CAN-feil,"Sjekk: CLAAS CAN-bus, MFT (A30)",,Id787Fh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,EXT-modul mottar ugyldig info fra WLP-modul >5 sek (CAN),"Sjekk: CLAAS CAN-bus, kommunikasjonsmodul",Info fra WLP ikke tilgjengelig på 7-pin ISO-kontakt,Id7894h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,"EXT-modul mottar ugyldig info om innkobling av bakre PTO >5
  sek (CAN)","Sjekk: CLAAS CAN-bus, kommunikasjonsmodul","Info om innkobling av bakre PTO ikke tilgjengelig på 7-pin
  ISO-kontakt",Id7895h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Du er i ferd med å starte en CSM-sekvens,,,Id78A0h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,CSM-sekvens avbrutt,,Sekvens avbrutt ved tenning av,Id78A1h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,CSM-sekvens kan ikke startes,"Farten må overstige 1,5 km/t",Farten er ikke høy nok,Id78A2h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Versjon av CSM-sekvens ikke kompatibel,,Sekvens slettet,Id78A3h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,"Feil på ""Claas Sequence Management""-bryter (S177)","Sjekk: S177-bryter, EXT (A62), HYD (A60)",,Id78A4h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,"Sett CSM-bryter (S177) til ""play"" før sekvensvalg",,,Id78A5h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,CSM-sekvens avbrutt,,Avbrutt ved ekstern kommando,Id78A6h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,CSM-sekvens avbrutt,,Avbrutt fordi fører ikke sitter i setet,Id78A7h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,CSM-sekvens avbrutt,"Farten må overstige 1,5 km/t",Farten er ikke høy nok,Id78A8h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,CSM-sekvens avbrutt,,Avbrutt fordi motor ikke går,Id78A9h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,En funksjon som skal styres av CSM er utenfor kontroll,"Sjekk: HYD (A60), ledningsnett, ventil, EXT (A62)",Innslag avvist,Id78AAh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Kommunikasjonsproblem mellom CSM-funksjon og EXT-modul,"Sjekk: HYD (A60), ledningsnett, ventil, EXT (A62)",Ingen respons etter validering,Id78ABh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Kommunikasjonsproblem mellom CSM-funksjon og EXT-modul,"Sjekk: HYD (A60), ledningsnett, ventil, EXT (A62)",Ingen innkommende melding,Id78ACh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Opptak av CSM-sekvens avbrutt,,"Minne fullt, opptak avbrutt",Id78ADh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,EXT-modul oppdager inkonsistens mellom to signaler,"Sjekk: S177-bryter, EXT (A62)",,Id78AEh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,CSM-sekvens kan ikke startes,,Kan ikke vise sekvens,Id78AFh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,CSM-sekvens kan ikke startes,,Ingen gyldig sekvens lagret,Id78C6h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,"CAN ""Distance""-melding ikke mottatt av EXT-modul","Sjekk: DBD (A101), BDG (A103), CAN-bus",,Id78C7h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Intern feil CSM,,,Id78C8h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Ingen CSM-sekvens kan leses eller lagres,,Motoren går ikke,Id78C9h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Ingen CSM-sekvens kan leses eller lagres,,Fører ikke i setet,Id78CAh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Ingen CSM-sekvens kan leses eller lagres,,Tenning av,Id78CBh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Ingen CSM-sekvens kan leses eller lagres,,Farten overstiger 20 km/t,Id78CCh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,"CAN ""Motor går""-melding ikke mottatt av EXT-modul","Sjekk: TR2 (A57-2), BDG (A103), EXT (A62)",,Id78D1h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,"CAN ""Fører sitter"" melding ikke mottatt av EXT-modul","Sjekk: TR2 (A57-2), BDG (A103), EXT (A62)",,Id78D2h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,"CAN ""Tenning av"" melding ikke mottatt av EXT-modul","Sjekk: REH (A58), BDG (A103), EXT (A62)",,Id78D3h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,"CAN ""Kontakter S1 eller S2"" melding ikke mottatt av
  EXT-modul","Sjekk: MFA (A100), EXT (A62)",,Id78D4h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,"CAN ""Stoppkontakt"" melding ikke mottatt av EXT-modul","Sjekk: MFA (A100), EXT (A62)",,Id78D5h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,"CAN ""CSM-tillatelse"" melding ikke mottatt av
  EXT-modul","Sjekk: HYD (A60), EXT (A62)",,Id78D6h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,CSM-sekvens kan ikke startes,,Farten overstiger 20 km/t,Id78D7h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,"Høy referansespenning drivstofftrykk
  sensor",,"Sjekk: trykksensor (B42),
  ENG (A15)",Id7788h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,"CAN ""Fart""-melding ikke mottatt eller ugyldig","Sjekk: Fartssensor (GPS, radar, hjul),
  DBD (A101), BDG (A103)",,Id78D8h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Sekvensopptak avbrutt,,,Id78D9h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,"CSM-sekvens kan ikke startes, batterispenning for lav",,,Id78DAh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,"CSM-sekvens avbrutt, ukjent funksjon",,,Id78DBh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,"CSM-sekvens kan ikke startes, feil maskintype",,,Id78DCh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Bekreftelse av lagring av motorturtall,,,Id7F00h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Kommunikasjonsfeil mellom SFA og DBD,Går tilbake til normal når melding mottas,Ingen melding fra SFA (A102) >5s,Id7F01h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Kommunikasjonsfeil mellom HYD og DBD,Går tilbake til normal når melding mottas,Ingen melding fra HYD (A60) >5s,Id7F02h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
